Date,Max Temperature,Min Temperature,Average Temperature
Max Temperature_75_percentile,307.46833333333336
Max Temperature_75_percentile_count,822
Max Temperature_zero_count,0
Min Temperature_sum,931966.5499999999
Min Temperature_mean,283.5310465470036
Min Temperature_max,300.11
Min Temperature_standard_deviation,5.973568516016544
Min Temperature_variance,35.6835208155441
Min Temperature_median,283.51
Min Temperature_entropy,10.556281518375247
Min Temperature_geometric_mean,283.4680368127665
Min Temperature_skewness,-0.08553180068155902
Min Temperature_root_mean_square,283.5939474334751
Min Temperature_99_percentile,295.92
Min Temperature_99_percentile_count,34
Min Temperature_95_percentile,292.95
Min Temperature_95_percentile_count,165
Min Temperature_75_percentile,288.13
Min Temperature_75_percentile_count,824
Min Temperature_zero_count,0
Average Temperature_sum,955431.1950000002
Average Temperature_mean,290.66966686948604
Average Temperature_max,309.772
Average Temperature_standard_deviation,7.736642846903457
Average Temperature_variance,59.85564254054244
Average Temperature_median,289.733
Average Temperature_entropy,11.536961452966933
Average Temperature_geometric_mean,290.56695446952995
Average Temperature_skewness,0.14885979540000582
Average Temperature_root_mean_square,290.772578952606
Average Temperature_99_percentile,306.00008
Average Temperature_99_percentile_count,33
Average Temperature_95_percentile,302.9018
Average Temperature_95_percentile_count,164
Average Temperature_75_percentile,297.812
Average Temperature_75_percentile_count,822
Average Temperature_zero_count,0
request_url,/api/hydrology/temperature/
